game	21729
team	17363
said	16338
season	15978
point	15065
nba	13166
player	12085
year	11788
one	10052
time	9326
first	8288
james	7566
two	7151
get	6804
league	6523
would	6519
last	6480
play	6359
coach	6327
like	6312
back	6178
lakers	5905
new	5676
espn	5397
say	5258
second	5198
win	5168
going	5007
three	4754
night	4683
star	4505
could	4454
pick	4443
also	4336
shot	4326
best	4271
playoff	4236
day	4181
deal	4174
guard	4146
free	4090
final	4072
way	3955
technology	3874
basketball	3865
warrior	3799
trade	3785
think	3755
made	3655
rebound	3649
four	3634
told	3633
ball	3594
million	3578
know	3533
right	3522
even	3515
got	3479
guy	3433
good	3388
minute	3346
lebron	3343
draft	3320
want	3314
career	3246
forward	3235
still	3226
thing	3184
source	3149
five	3132
next	3130
played	3103
big	3068
since	2949
much	2917
end	2895
percent	2895
spur	2877
playing	2861
celtic	2760
high	2752
take	2730
state	2689
contract	2684
see	2659
rocket	2650
week	2647
top	2624
left	2621
come	2616
really	2615
center	2570
per	2538
assist	2531
round	2529
agent	2489
shooting	2469
court	2467
past	2465
boston	2460
angeles	2379
cleveland	2372
every	2363
well	2353
knicks	2352
lot	2349
long	2347
injury	2342
look	2311
conference	2304
summer	2285
city	2269
great	2267
durant	2259
fan	2253
los	2225
another	2206
curry	2204
never	2185
around	2169
com	2130
quarter	2102
might	2068
clipper	2061
work	2060
home	2034
part	2029
people	1982
thunder	1973
need	1970
scored	1961
heat	1950
anthony	1947
paul	1944
six	1941
third	1939
young	1938
houston	1937
start	1925
loss	1916
man	1910
kevin	1906
cavs	1901
san	1896
golden	1895
move	1886
antonio	1874
series	1869
teammate	1869
record	1844
something	1843
love	1841
many	1824
went	1799
lead	1783
bryant	1774
defense	1760
friday	1753
sun	1750
month	1745
york	1743
championship	1736
put	1734
monday	1733
jordan	1714
head	1712
bull	1706
without	1706
always	1691
rookie	1691
little	1681
give	1657
wednesday	1656
cavalier	1650
half	1642
coming	1641
thursday	1632
net	1627
feel	1623
westbrook	1620
miami	1615
old	1610
came	1597
fourth	1597
harden	1596
run	1593
scoring	1585
away	1584
getting	1580
return	1579
enough	1578
buck	1559
history	1554
foot	1544
seven	1543
franchise	1537
floor	1532
piston	1532
including	1531
hard	1507
averaged	1501
johnson	1484
tuesday	1474
double	1465
jackson	1464
king	1464
owner	1463
according	1450
took	1448
former	1447
decision	1446
mvp	1442
dallas	1438
regular	1424
sunday	1424
though	1414
report	1401
irving	1400
keep	1390
room	1390
least	1388
ever	1381
straight	1381
chance	1378
making	1378
detroit	1373
sport	1361
magic	1350
eight	1348
lost	1348
trying	1347
talk	1340
brown	1339
green	1339
saturday	1330
chicago	1327
sign	1327
early	1310
wanted	1308
philadelphia	1307
term	1307
pointer	1305
maverick	1299
asked	1297
nugget	1294
set	1291
raptor	1285
place	1282
defensive	1265
able	1262
chris	1260
missed	1260
let	1259
throw	1259
led	1252
winning	1250
roster	1243
hit	1237
late	1236
west	1236
different	1235
kind	1228
leonard	1221
overall	1220
jazz	1207
job	1206
mean	1204
change	1197
future	1190
line	1189
already	1188
grizzly	1185
wade	1182
agency	1176
school	1175
offer	1172
starting	1169
oklahoma	1162
signed	1162
done	1158
davis	1156
salary	1156
far	1154
thought	1154
george	1153
portland	1142
denver	1137
together	1136
spot	1131
title	1126
kobe	1120
general	1118
later	1118
pacer	1118
role	1118
used	1118
blazer	1117
number	1116
er	1115
cap	1113
bench	1111
toronto	1107
milwaukee	1105
president	1095
call	1089
try	1084
victory	1083
hand	1081
may	1081
front	1080
phoenix	1080
mike	1079
option	1079
level	1078
smith	1075
started	1073
close	1070
offense	1069
hawk	1068
thomas	1066
life	1065
mark	1065
rest	1064
whether	1063
added	1061
become	1061
open	1061
family	1051
arena	1047
manager	1047
position	1046
show	1046
everything	1041
find	1041
world	1036
orleans	1035
memphis	1033
minnesota	1024
beat	1017
full	1017
hornet	1016
practice	1014
question	1011
averaging	1010
issue	1001
almost	998
finished	995
nine	994
wizard	994
behind	991
called	987
sixer	987
butler	986
utah	984
looking	981
among	980
washington	979
yet	977
knee	976
expected	970
timberwolves	970
moment	968
post	965
score	958
average	957
sacramento	954
anything	953
several	953
road	943
college	939
march	939
felt	936
williams	935
veteran	932
group	930
sure	928
tell	921
break	919
hope	919
orlando	919
news	918
offensive	918
foul	917
attempt	916
opportunity	916
coaching	914
jersey	913
situation	913
michael	912
probably	910
russell	910
face	907
agreed	906
plan	905
ago	904
pelican	898
charlotte	894
likely	890
postseason	885
office	884
howard	882
potential	877
everyone	876
griffin	874
power	872
hour	871
indiana	871
plus	868
side	867
allen	862
stretch	862
thompson	859
earlier	857
atlanta	856
assistant	852
performance	846
organization	845
western	845
became	842
field	841
taking	838
medium	836
tough	836
reason	835
seen	832
step	832
bad	829
given	828
matter	825
official	824
embiid	818
saying	818
along	816
traded	816
talent	814
losing	809
defender	807
possession	805
miss	804
despite	802
lineup	801
locker	801
block	799
leading	795
twitter	784
le	781
name	781
information	779
popovich	777
shoot	774
dunk	773
meeting	773
stay	771
ready	766
make	762
believe	758
small	758
clear	756
knew	754
shooter	752
bit	751
david	751
streak	751
comment	749
goal	748
watch	746
use	745
maybe	742
press	741
needed	740
east	739
opponent	739
announced	737
kerr	737
nothing	736
eastern	734
either	734
cousin	733
else	732
process	731
brooklyn	727
simmons	725
rose	724
important	723
worst	722
following	721
kid	720
space	719
story	719
figure	718
working	717
stephen	715
case	714
stern	714
ability	713
turn	712
lottery	711
pas	711
continue	708
obviously	705
real	704
triple	702
saw	699
helped	698
friend	695
especially	694
gave	683
ahead	682
prospect	682
fact	680
surgery	680
nearly	678
everybody	676
money	668
actually	664
business	664
hall	663
list	662
ankle	659
recent	658
agreement	656
statement	656
steal	656
john	655
often	655
key	651
antetokounmpo	650
instead	650
executive	648
camp	647
pretty	647
chamberlain	643
offseason	642
rank	642
add	641
harris	641
rim	640
deadline	639
remaining	639
worked	639
signing	638
reported	636
steve	636
walton	636
fit	635
associated	633
today	633
healthy	630
stats	628
strong	628
jones	625
problem	625
parker	623
spent	620
trip	619
turned	617
consecutive	615
ended	615
biggest	614
found	613
short	613
van	613
neal	607
roll	607
rule	607
nowitzki	606
possible	605
scorer	602
superstar	602
trail	600
go	598
hold	598
toward	598
staff	597
however	596
gordon	593
outside	590
anyone	588
greatest	588
previous	588
club	586
effort	585
held	585
tim	584
bring	582
market	582
body	579
throughout	579
worth	578
kyrie	577
looked	577
finish	576
course	575
age	574
range	573
schedule	573
someone	573
within	573
couple	567
percentage	567
advantage	566
marc	566
word	566
happen	564
wall	564
happened	563
ginobili	562
july	562
talking	560
champion	558
current	558
shoe	556
result	555
derozan	554
duncan	553
pay	553
red	553
image	552
fall	551
gasol	550
award	549
mitchell	548
rondo	548
andrew	545
mavs	545
based	543
town	542
impact	541
training	541
whole	541
missing	540
soon	539
tried	539
june	538
via	538
challenge	537
river	537
sent	537
across	536
kyle	535
lillard	535
national	535
member	532
stop	531
leave	530
sixth	530
extension	529
nike	528
basket	527
low	526
mind	526
smart	526
crowd	525
fifth	525
join	523
ranking	523
began	522
taken	522
total	522
reached	520
reporter	520
success	519
vote	519
easy	518
finally	516
carter	515
major	515
giving	513
perhaps	513
answer	512
care	512
feeling	512
person	512
scott	512
gundy	510
tonight	510
whatever	510
interview	508
eye	507
overtime	507
aVrecord	506
hayward	506
value	506
latest	505
beyond	504
brand	502
matchup	502
getty	501
moving	501
photo	499
single	498
although	497
interest	495
jumper	494
deep	493
decided	492
fell	492
huge	492
jump	491
wojnarowski	491
board	490
tax	489
entire	487
hot	487
drive	486
sense	486
operation	484
screen	483
kawhi	482
lose	482
user	482
conversation	481
relationship	481
athlete	480
using	480
standing	479
building	478
silver	478
ingram	477
inside	477
leaving	477
system	475
event	474
recently	474
sometimes	472
stuff	472
turnover	472
brook	471
live	471
received	470
adam	468
health	468
known	468
difficult	467
multiple	467
reach	467
senior	467
favorite	466
cut	464
starter	464
brother	462
drafted	462
larry	462
fun	461
video	461
action	460
white	460
grade	459
class	457
fine	457
bus	456
aldridge	455
pair	455
antoni	453
april	453
contest	453
expect	453
type	450
remains	449
allowed	448
commissioner	448
special	447
near	446
stand	446
decade	445
idea	444
carmelo	442
kuzma	442
running	442
pierce	441
true	439
american	437
area	437
lue	437
thibodeau	435
watching	434
cuban	433
dwyane	432
support	430
winner	430
doncic	429
due	429
morning	426
considered	425
public	425
immediately	424
iverson	424
brought	423
others	423
men	422
seemed	421
selection	421
spin	420
certainly	419
returned	419
understand	418
skill	415
thinking	415
hurt	414
talked	414
willing	414
fultz	413
rating	413
remember	412
changed	411
father	410
february	410
stein	409
control	408
kept	407
whose	406
highest	405
pull	405
company	404
available	403
black	403
leader	403
met	403
pro	403
son	403
wilt	403
longer	402
restricted	402
style	401
build	400
gone	400
contributed	399
focus	399
miller	399
fast	398
moved	398
professional	398
wing	398
drummond	397
force	397
showed	397
involved	396
porzingis	396
selected	396
definitely	395
malone	395
share	395
union	395
rate	394
uniform	394
nash	393
addition	392
adrian	391
weekend	391
garnett	390
hill	390
joe	390
opening	390
excited	389
karl	389
eighth	388
rather	388
acquired	387
fame	387
sneaker	387
respect	386
honor	384
jan	384
seed	384
passing	383
size	383
candidate	380
note	380
combined	379
joel	379
lopez	378
odom	377
belief	376
named	376
nbae	376
host	375
must	375
quickly	375
chandler	374
wolf	374
giannis	373
riley	373
elite	372
ncaa	372
andre	371
jeff	371
land	371
injured	370
attention	369
bill	369
leg	369
max	369
stage	369
bird	368
tournament	368
paint	367
significant	367
trading	367
expert	366
layup	366
message	366
push	365
quite	365
brandon	364
kidd	364
seems	364
shaq	363
simply	363
wait	363
era	362
lowry	362
eventually	361
bogut	359
jason	359
follow	358
remain	358
view	358
aVnews	357
choice	357
consider	357
pelton	357
walker	357
begin	355
blake	355
dirk	354
stevens	354
bosh	353
dribble	353
fired	352
appearance	351
ben	351
january	351
adding	350
community	349
house	349
philly	349
ask	348
direction	348
heart	348
melo	348
suffered	347
order	346
shoulder	346
sit	346
bigger	345
deandre	345
seventh	345
confidence	344
air	343
putting	343
tied	343
complete	342
create	342
joining	342
period	341
seattle	341
booker	340
country	340
exactly	340
lonzo	340
personal	338
program	338
read	337
competition	336
development	336
donaghy	336
lack	336
fight	335
feb	334
vega	334
draymond	333
heard	333
referee	333
wrong	332
certain	331
jefferson	331
posted	331
pressure	331
sitting	330
currently	329
factor	329
approach	328
included	328
physical	328
social	328
piece	327
visit	327
race	326
serious	326
session	326
happens	325
match	325
zach	325
core	324
meet	324
difference	323
enter	323
pic	323
twice	322
alongside	321
discussion	321
handed	321
december	320
dream	320
project	320
dwight	319
sat	319
child	318
seem	318
worse	318
perfect	317
randle	317
sort	317
murray	316
steph	315
scout	314
absence	313
guaranteed	313
hear	313
joined	313
phil	313
appeared	311
hitting	311
jimmy	311
condition	310
earned	310
